Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
12167,1,2.0,55.764082113469954,33.33775383217295,6.0,16,17.0,1977,0.007122317,B,B,1,264,0,240.0,0,1,B
4141,94,4.0,52.553625596177795,33.33775383217295,8.0,18,22.0,2015,0.282797669,B,B,33,8667,2,30.0,0,6,B
5360,60,1.0,32.50083548885619,21.12363367312566,5.0,10,9.0,1987,0.341071945,B,B,27,5664,48,2300.0,3,11,B
1892,79,2.0,42.22621889606082,29.461627655341605,5.0,5,5.0,1967,0.307466659,B,A,30,5048,9,325.0,2,5,B
5446,1,2.0,55.76885902226305,33.33775383217295,6.0,15,17.0,1977,0.007122317,B,B,1,264,0,240.0,0,1,B
918,1,1.0,51.95244724955001,32.22882768250732,6.0,15,17.0,1977,0.007122317,B,B,1,264,0,200.0,0,1,B
6882,11,3.0,52.553625596177795,33.33775383217295,8.0,14,14.0,1999,0.0001696759999999,B,B,36,5992,0,30.0,1,1,B
442,19,1.0,39.1893150012535,15.541983770093893,9.0,3,17.0,1993,0.000991363,B,B,33,6783,3,620.0,1,9,B
14297,13,2.0,59.10279460822164,31.566829258193952,6.0,11,14.0,2003,0.090799103,B,B,74,19083,2,1015.0,5,15,B
13797,108,3.0,60.62606147302603,44.98950015172678,7.0,2,9.0,1962,0.0,B,B,25,5027,4,46.0,1,1,B
8729,27,1.0,46.16906456389288,30.978382863306543,6.0,7,17.0,2018,0.072157581,B,B,2,629,1,2672.0,0,0,A
12611,8,1.0,30.68783591940576,19.77401395339656,6.0,7,5.0,1964,0.458174486,B,A,26,4439,1,1130.0,1,5,B
8221,118,1.0,32.79510349292943,18.17452164617292,5.0,9,9.0,1966,0.341071945,B,B,27,5664,48,2300.0,3,11,B
12845,27,2.0,68.08176961484196,33.33775383217295,8.0,11,17.0,1977,0.072157581,B,B,2,629,1,2672.0,0,0,A
13107,5,3.0,61.1866008540353,44.568950109018594,5.0,14,12.0,1973,0.150817539,B,B,16,3433,4,2643.0,4,5,B
2475,84,2.0,60.16873064759545,35.8401773342888,7.0,4,5.0,1957,0.149666373,B,B,22,4789,2,4087.0,4,1,B
14505,27,1.0,37.39198416737904,20.61769762959123,6.0,10,13.0,1977,0.211401214,B,B,9,1892,0,2672.0,0,1,B
1339,93,1.0,46.839092012949216,21.851106411570974,8.0,15,17.0,2010,0.041116354,B,B,53,14892,4,30.0,1,4,B
1481,23,1.0,31.167933345181524,30.527056422874946,6.0,11,9.0,2015,0.034656082,B,B,0,168,0,1183.0,0,0,B
9025,74,2.0,79.95089442890368,41.37454579779746,6.0,15,17.0,2015,0.309479124,B,B,35,7715,4,990.0,0,6,B
10668,30,1.0,46.79567268263514,46.05768570927601,6.0,4,4.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
15350,47,3.0,67.67663405686399,41.15693948167829,7.0,12,12.0,1980,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
7766,62,1.0,42.025773444829504,23.477270004349588,8.0,10,17.0,1989,0.002211665,B,B,39,7614,3,2300.0,1,5,A
13370,80,3.0,61.55613729990032,43.99439690268075,5.0,4,9.0,1978,0.0,B,B,39,8647,0,810.0,0,5,B
12255,99,1.0,38.59641962956243,22.11389193034768,9.0,1,14.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
4580,126,3.0,81.85559315676657,52.7250014468629,8.0,6,7.0,1955,0.333891544,B,B,30,6564,1,1145.0,0,0,B
12699,23,1.0,31.297256502104627,27.415963977478533,6.0,8,1.0,2016,0.034656082,B,B,0,168,0,1183.0,0,0,B
14083,2,3.0,64.02660237716789,41.23336778578632,8.0,4,14.0,1997,0.309479124,B,B,35,7715,4,990.0,0,6,B
1473,29,2.0,76.07985166226199,41.93703571621121,6.0,4,17.0,2010,0.069660344,B,B,31,6119,4,1183.0,1,2,B
5806,8,1.0,36.56453984475184,21.16888468040269,9.0,16,16.0,1983,0.219006007,B,B,28,6746,3,1084.0,1,4,B
8459,79,2.0,45.48991719824454,31.219056413742862,5.0,5,5.0,1968,0.307466659,B,A,30,5048,9,325.0,2,5,B
4704,160,2.0,52.0086918646788,30.594945724907163,6.0,4,12.0,1978,0.0,B,B,39,8647,0,810.0,0,5,B
9132,153,3.0,73.04063649601355,45.6698316231279,6.0,16,17.0,1992,0.033493708,B,B,66,10573,1,1322.0,3,8,B
15974,96,1.0,42.56313368646379,19.530069980686356,8.0,6,17.0,2008,0.041116354,B,B,53,14892,4,2300.0,1,4,B
16128,6,2.0,66.10673299369402,33.33775383217295,6.0,10,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
9750,134,2.0,77.03057926969667,42.66732232335127,6.0,5,7.0,1961,0.015016892,B,B,17,3079,59,2890.0,0,8,B
1294,32,2.0,48.63256692753375,30.857634300973963,5.0,5,5.0,1970,0.135649789,B,B,46,7960,6,350.0,3,11,B
15614,62,1.0,46.120870682810605,32.25563079035316,6.0,5,17.0,1977,0.072157581,B,B,2,629,1,2300.0,0,0,A
1139,6,2.0,63.5173347059491,43.84182404536601,6.0,25,25.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
14287,39,1.0,33.91288312618613,19.44577585644332,6.0,4,9.0,1971,0.428825818,B,B,25,5011,8,730.0,0,2,B
6269,145,3.0,77.73784627391966,47.446026222326566,6.0,18,17.0,2005,0.246031548,B,A,22,3151,4,2715.0,3,3,B
14834,27,3.0,56.310351326127424,36.349948901114615,6.0,19,0.0,1977,0.072157581,B,B,2,629,1,2672.0,0,0,A
2595,27,2.0,60.03655047905661,30.91288175847271,6.0,8,6.0,2000,0.041116354,B,B,53,14892,4,2672.0,1,4,B
14157,1,2.0,65.22599906915603,43.59426054435693,6.0,15,17.0,1977,0.007122317,B,B,1,264,0,240.0,0,1,B
8009,151,3.0,58.07737891003951,48.30384409949928,6.0,10,9.0,1975,0.236108458,B,B,16,3893,27,3855.0,3,10,B
15339,17,1.0,34.69151718422478,20.53195523859061,6.0,9,9.0,1968,0.000991363,B,B,33,6783,3,46.0,1,9,B
8340,9,2.0,64.61634731644105,32.23437898894518,8.0,11,9.0,2014,0.161531741,B,B,25,5648,1,30.0,2,4,B
7960,9,1.0,42.07951454056146,23.477270004349588,6.0,15,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
9977,27,3.0,81.62027632808538,33.33775383217295,6.0,16,22.0,1977,0.211401214,B,B,9,1892,0,2672.0,0,1,B
11130,17,3.0,57.934759696675606,41.3787356888664,5.0,6,5.0,1963,0.0,B,B,18,3374,5,620.0,1,2,B
15196,11,2.0,48.47850022922388,31.74401390492204,6.0,7,9.0,1973,0.0001696759999999,B,B,36,5992,0,1015.0,1,1,B
11552,6,3.0,81.90929334045485,52.376238070260726,6.0,10,25.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
1198,155,1.0,37.91878819274525,23.26558950391001,9.0,9,12.0,1965,0.042307271,B,B,17,2810,9,4849.0,3,6,B
250,21,3.0,60.324468681106005,41.72171217722632,5.0,3,5.0,1965,0.194489265,B,B,47,8004,3,125.0,3,5,B
4573,21,1.0,32.69567503897922,19.706859075918008,6.0,2,4.0,1963,0.194489265,B,B,47,8004,3,125.0,3,5,B
8713,1,2.0,55.73790447572605,33.538598989494425,9.0,11,17.0,2009,0.025609157,B,B,33,5261,0,240.0,3,1,B
7540,187,2.0,69.88848507116914,39.34692300184189,6.0,7,10.0,2003,0.041116354,B,B,53,14892,4,2890.0,1,4,B
8109,37,1.0,42.15717488534747,22.39467832516861,7.0,18,17.0,2005,0.178916796,B,B,18,3594,4,192.0,1,5,B
15866,46,1.0,34.7432296557302,20.29109188084279,6.0,4,9.0,1971,0.188783766,B,B,31,6137,4,1145.0,0,1,B
5679,80,2.0,55.60530398195714,31.445239357852333,9.0,7,12.0,1976,0.0,B,B,39,8647,0,810.0,0,5,B
8591,145,2.0,54.07228727725583,32.343650686103224,9.0,13,17.0,2005,0.246031548,B,A,22,3151,4,2715.0,3,3,B
5620,29,2.0,44.719718351992185,31.833919700518297,5.0,5,5.0,1962,0.086885265,B,B,10,2277,2,1547.0,0,0,B
2340,58,3.0,66.6812516064256,38.34569917998227,6.0,4,12.0,1996,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B
13452,84,2.0,46.01779955512664,27.66229520323308,5.0,8,9.0,1973,0.006076152,B,B,30,5285,0,645.0,6,6,B
4387,28,3.0,66.70398317110406,43.3425002492662,7.0,14,4.0,1974,0.118537385,B,B,30,6207,1,1183.0,1,0,B
459,115,2.0,49.22590275044492,28.227374643681745,5.0,7,14.0,1973,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
4428,23,1.0,44.15105896699918,33.369995292723004,6.0,14,25.0,1977,0.075778755,B,B,6,1437,3,1183.0,0,2,B
9455,120,3.0,52.553625596177795,33.33775383217295,6.0,7,1.0,1977,0.341071945,B,B,27,5664,48,2300.0,3,11,B
14997,30,2.0,63.31807494256496,23.246574567320657,6.0,19,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
12317,23,3.0,74.45333116814619,50.25648518322311,9.0,1,3.0,2017,0.005767451,B,B,1,388,0,1183.0,0,0,B
9011,53,1.0,52.553625596177795,33.33775383217295,6.0,1,1.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
2923,66,3.0,52.553625596177795,33.33775383217295,6.0,24,27.0,2012,0.111627393,B,B,50,12238,8,1970.0,2,3,B
3275,37,1.0,61.64644399390726,20.153498685780303,6.0,9,10.0,2011,0.127811589,B,B,28,7287,5,320.0,1,3,B
6621,70,2.0,46.814579160441134,30.380735232537,5.0,5,9.0,1977,0.002211665,B,B,39,7614,3,1970.0,1,5,A
354,67,2.0,48.1427648317307,31.074777652673625,6.0,6,9.0,1974,0.0077202819999999,B,B,38,4788,2,1970.0,0,4,B
13192,23,1.0,33.40824622414949,29.819814877702537,6.0,8,20.0,1977,0.034656082,B,B,0,168,0,1183.0,0,0,B
5459,57,3.0,66.06909879254765,49.78674499708658,8.0,5,5.0,1977,0.133215333,B,B,49,11395,3,1406.0,3,4,A
9996,113,2.0,76.94903095713292,36.339712068099374,6.0,3,27.0,2019,0.050755569,B,B,24,5469,1,145.0,0,1,B
14678,61,1.0,41.10816008984509,23.445581023685644,9.0,6,16.0,1979,0.300322518,B,B,52,10311,6,2300.0,1,9,B
4099,170,2.0,43.29862717832911,28.6259013855934,4.0,9,9.0,1968,0.21843974,B,B,21,4472,6,1450.0,4,7,A
8005,8,3.0,55.184067304702815,40.24913543155645,5.0,3,5.0,1966,0.43788524,B,B,23,5735,3,1084.0,0,5,B
12153,119,2.0,64.24633266598383,37.70865306519389,8.0,2,9.0,1962,0.000995363,B,B,42,7651,1,1322.0,1,5,B
146,1,3.0,52.553625596177795,33.33775383217295,6.0,5,22.0,1977,0.007122317,B,B,1,264,0,240.0,0,1,B
5118,155,3.0,73.25979700240131,53.26537045321884,6.0,3,5.0,1926,0.042307271,B,B,17,2810,9,4849.0,3,6,B
4729,141,2.0,43.70337950452935,29.13539352830421,6.0,5,5.0,1962,0.0,B,B,23,3684,2,705.0,0,4,B
11188,1,2.0,52.553625596177795,33.33775383217295,6.0,4,17.0,1977,0.007122317,B,B,1,264,0,200.0,0,1,B
10436,80,2.0,46.92797246772996,27.85895593593848,6.0,3,9.0,1976,0.0,B,B,39,8647,0,810.0,0,5,B
15918,30,1.0,32.066234838333685,21.86835875403738,6.0,5,17.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
5783,12,3.0,77.8421779301553,48.28262509371958,9.0,23,22.0,1989,0.090799103,B,B,74,19083,2,1015.0,5,15,B
2580,22,2.0,52.61955926718892,32.7626030245024,6.0,4,17.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
8690,33,1.0,38.057705767379495,21.864748957103146,9.0,10,14.0,1974,0.050272014,B,B,21,4231,14,1020.0,0,3,B
7671,7,3.0,78.69352057693797,47.47112491154103,6.0,9,17.0,2004,0.130617806,B,B,39,10418,9,900.0,1,9,B
5214,27,1.0,37.55519665650439,16.851794529945757,6.0,5,1.0,1977,0.211401214,B,B,9,1892,0,2672.0,0,1,B
2692,57,3.0,83.23406252303208,52.21669183813178,6.0,10,14.0,2005,0.133215333,B,B,49,11395,3,1406.0,3,4,A
13313,47,3.0,74.82877011499964,43.68032501359493,6.0,18,17.0,2009,0.197367951,B,B,8,2423,1,32.0,0,1,B
928,61,2.0,45.54518102738886,30.041336571121988,6.0,6,9.0,1977,0.300322518,B,B,52,10311,6,2300.0,1,9,B
12266,46,2.0,53.280375221664144,32.98316346851883,6.0,4,16.0,1991,0.188783766,B,B,31,6137,4,1145.0,0,1,B
16085,44,1.0,38.862075559132094,23.45930942486473,6.0,9,9.0,1981,0.036122292,B,B,24,4378,0,1036.0,1,1,B
10141,1,1.0,38.143303824357815,41.31459862925804,6.0,3,17.0,1977,0.007122317,B,B,1,264,0,2857.0,0,1,B
337,91,2.0,41.18611513794392,26.56110881663637,7.0,5,9.0,1967,0.333891544,B,B,30,6564,1,1937.0,0,0,B
1926,139,2.0,51.8557813289129,32.22882768250732,8.0,9,12.0,1971,0.122090347,B,B,29,6566,7,1894.0,4,0,B
6044,88,3.0,52.553625596177795,44.89264173611284,6.0,17,17.0,1977,0.127375905,B,B,43,8429,3,4508.0,3,9,B
11437,52,2.0,38.640295100488615,22.59008949096153,6.0,3,12.0,1971,0.371148999,B,B,34,7065,1,750.0,2,5,B
10625,86,2.0,69.01813237923352,39.72563173300711,6.0,6,4.0,1950,0.161975568,B,A,31,7010,5,4508.0,3,7,B
14313,8,1.0,35.95865414882536,22.73512181831648,7.0,7,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
10740,41,1.0,40.41394209370814,22.6348536713666,7.0,4,17.0,1977,0.175054867,B,B,36,10055,3,240.0,1,0,B
336,80,3.0,60.912545233119495,42.76733585188625,6.0,6,9.0,1975,0.0077202819999999,B,B,38,4788,2,810.0,0,4,B
11170,34,3.0,73.86507374207464,46.5087820998496,9.0,7,17.0,1997,0.069753361,B,B,53,13670,4,800.0,1,11,B
4606,19,1.0,46.72675746606642,19.456422834464387,9.0,26,25.0,2002,0.000991363,B,B,33,6783,3,620.0,1,9,B
11761,6,3.0,81.70956719688513,41.03987869369376,6.0,9,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
16706,157,3.0,75.60085827318093,33.33775383217295,8.0,5,6.0,1928,0.0,B,B,30,7538,87,4702.0,5,5,B
13961,6,1.0,41.2614815992919,37.22608037106515,6.0,7,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
3015,5,2.0,47.89169898624935,33.152094037464664,5.0,7,5.0,1960,0.150817539,B,B,16,3433,4,2643.0,4,5,B
5648,61,2.0,47.563848008878814,34.15159171310503,6.0,8,12.0,1980,0.300322518,B,B,52,10311,6,2300.0,1,9,B
11547,5,1.0,51.32202337464551,35.792192403845355,6.0,20,25.0,1977,0.150817539,B,B,16,3433,4,2643.0,4,5,B
10605,68,2.0,51.73471564830852,33.732871867194966,6.0,11,12.0,1969,0.0,B,B,33,7425,1,1970.0,2,5,B
11593,6,1.0,41.4685227245276,39.270827749538,6.0,5,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
866,27,1.0,40.98311358959072,37.88232985846608,7.0,2,12.0,1977,0.011654127,B,B,4,915,0,2672.0,0,0,B
5038,58,2.0,53.19004149713789,10.816032672663471,9.0,15,14.0,2005,0.050755569,B,B,24,5469,1,145.0,0,1,B
591,27,3.0,49.54382619861568,30.51241100466033,6.0,20,25.0,1977,0.072157581,B,B,2,629,1,2672.0,0,0,A
3457,67,1.0,38.8060165398644,26.259672226430705,7.0,6,5.0,2012,0.100455735,B,B,43,7227,0,1970.0,1,6,A
9129,109,1.0,32.36197651724863,20.59312290583476,5.0,6,5.0,1962,0.1363303,B,B,30,6141,10,262.0,3,6,B
13575,74,1.0,35.34450083565937,21.589414540882483,6.0,7,17.0,1977,0.075778755,B,B,6,1437,3,1940.0,0,2,B
11539,26,2.0,49.52896355463472,30.51241100466033,6.0,12,12.0,1977,0.0,B,B,36,6714,2,2672.0,0,2,B
9976,1,2.0,70.83097247207438,31.13499870969849,6.0,7,16.0,2009,0.014580716,B,B,3,760,1,2857.0,0,0,B
13986,85,3.0,77.41707773657888,46.74468278948154,9.0,4,22.0,1991,0.037177818,B,B,52,11217,1,2300.0,1,7,B
2710,11,2.0,81.64508828676794,41.03987869369376,6.0,4,16.0,2004,0.038692987,B,B,28,6533,1,1015.0,2,5,B
13618,23,2.0,53.1267397766088,34.616208430601624,6.0,3,3.0,1977,0.005767451,B,B,1,388,0,1183.0,0,0,B
13784,3,2.0,65.49135985518095,33.939059048168346,6.0,15,16.0,2005,0.050900058,B,B,43,10621,1,30.0,2,3,B
14316,0,1.0,63.1956371657265,23.246574567320657,6.0,18,19.0,2012,0.006076152,B,B,30,5285,0,645.0,6,6,B
8350,93,2.0,49.43858303593925,33.12365430845393,9.0,5,12.0,1977,0.050900058,B,B,43,10621,1,30.0,2,3,B
15543,3,1.0,33.0855116137428,22.161536466656138,6.0,4,9.0,1976,0.265088676,B,B,37,5288,0,1937.0,3,2,B
14498,23,1.0,52.553625596177795,33.33775383217295,6.0,3,1.0,1977,0.014072961,B,B,2,475,0,1183.0,0,0,B
14742,29,2.0,40.40697003850069,26.62291587216397,5.0,1,5.0,1963,0.069660344,B,B,31,6119,4,1547.0,1,2,B
9,6,1.0,38.800420103089024,42.56069030117758,6.0,3,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
16231,6,1.0,48.659432278157865,30.857634300973963,6.0,14,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
6957,27,2.0,69.26110488097932,44.891811254484246,6.0,10,16.0,2016,0.211401214,B,B,9,1892,0,2672.0,0,1,B
6776,94,2.0,48.149016963105545,34.54394589805004,6.0,9,12.0,1972,0.521867054,B,B,25,6149,0,30.0,0,0,B
14788,6,1.0,38.26917330379148,16.554307939008208,6.0,6,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
16214,73,3.0,72.59403827893635,50.02883402498647,7.0,5,5.0,1931,0.042031587,B,B,37,6856,84,1940.0,2,5,B
13262,106,3.0,52.553625596177795,33.33775383217295,9.0,7,9.0,1954,0.313924552,B,B,22,4625,11,3855.0,2,10,B
2033,129,2.0,42.184795138009655,24.82081322609951,7.0,3,12.0,1967,0.460556389,B,B,20,4386,14,1340.0,1,5,B
16554,53,3.0,67.22446970389089,39.74117244010528,8.0,10,9.0,1972,0.313924552,B,B,22,4625,11,3855.0,2,10,B
2870,48,1.0,37.404287442720616,20.61769762959123,6.0,11,1.0,2014,0.041124634,B,B,46,9515,5,240.0,1,10,B
9342,98,2.0,55.77208345602239,31.76740865778942,9.0,11,17.0,2005,0.195781053,B,B,23,5212,6,2300.0,3,2,B
6338,105,3.0,59.80181775808106,44.102802924751714,5.0,4,5.0,1971,0.069660344,B,B,31,6119,4,2729.0,1,2,B
7160,67,1.0,42.74786783686952,40.88475319443671,6.0,22,22.0,1977,0.0077202819999999,B,B,38,4788,2,1970.0,0,4,B
13756,27,1.0,47.63100013193549,27.797065814631985,6.0,17,16.0,2014,0.072157581,B,B,2,629,1,2672.0,0,0,A
8533,27,1.0,42.76952139483762,42.72103866514149,6.0,8,20.0,2017,0.011654127,B,B,4,915,0,2672.0,0,0,B
13168,52,3.0,79.73484179091106,33.33775383217295,6.0,2,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
882,27,1.0,51.21545715258194,30.16158774200204,6.0,4,1.0,1977,0.072157581,B,B,2,629,1,2672.0,0,0,A
626,11,2.0,53.72282669118084,35.66254221087418,6.0,3,9.0,1973,0.0001696759999999,B,B,36,5992,0,1015.0,1,1,B
6284,37,2.0,52.20821244052614,34.33935596488866,8.0,17,17.0,1998,0.178916796,B,B,18,3594,4,192.0,1,5,B
7099,169,2.0,58.92992089047305,33.33775383217295,6.0,16,17.0,2018,0.178916796,B,B,18,3594,4,192.0,1,5,B
15739,52,2.0,82.39286268616324,42.16329910771633,6.0,14,25.0,2012,0.371148999,B,B,34,7065,1,750.0,2,5,B
7818,64,2.0,62.35435304869736,34.27655543777236,6.0,23,22.0,1990,0.135649789,B,B,46,7960,6,350.0,3,11,B
7289,23,2.0,57.14586526010635,32.460362286705035,6.0,10,17.0,1977,0.075778755,B,B,6,1437,3,1183.0,0,2,B
8658,62,2.0,44.46095339377197,30.5542739945902,5.0,4,5.0,1974,0.072157581,B,B,2,629,1,2300.0,0,0,A
4258,27,2.0,68.32156346070416,33.33775383217295,6.0,11,1.0,1977,0.211401214,B,B,9,1892,0,2672.0,0,1,B
16198,41,2.0,45.618615869648856,33.12720980052853,8.0,10,12.0,1968,0.175054867,B,B,36,10055,3,240.0,1,0,B
9224,27,2.0,54.23672994035762,32.343650686103224,6.0,13,17.0,1977,0.011654127,B,B,4,915,0,2672.0,0,0,B
15677,92,3.0,69.69843358695215,46.42812022386171,8.0,9,14.0,1983,0.460556389,B,B,20,4386,14,1937.0,1,5,B
15433,35,3.0,64.73138750189658,47.40167894258556,6.0,5,12.0,1972,0.089039719,B,B,33,7976,5,800.0,0,11,B
8441,90,2.0,49.23517791064016,32.86714121134105,5.0,5,5.0,1966,0.265088676,B,B,37,5288,0,1937.0,3,2,B
13396,21,2.0,46.379524275002616,27.487954517603917,6.0,7,9.0,1974,0.194489265,B,B,47,8004,3,125.0,3,5,B
8027,161,2.0,48.93798691188408,33.08257725916332,5.0,10,9.0,1965,0.014423114,B,B,19,3806,4,810.0,0,3,B
10342,21,2.0,48.08121418918256,30.70346445153124,5.0,9,12.0,1971,0.194489265,B,B,47,8004,3,125.0,3,5,B
619,129,4.0,52.553625596177795,33.33775383217295,8.0,4,5.0,1960,0.051942062,B,B,17,4017,7,800.0,2,0,B
5691,28,2.0,45.5023293731774,30.8852471682987,5.0,5,5.0,1968,0.118537385,B,B,30,6207,1,1183.0,1,0,B
12670,23,1.0,40.10993181543213,24.43070800126732,6.0,7,17.0,1977,0.075778755,B,B,6,1437,3,1183.0,0,2,B
5470,1,3.0,83.55558586910166,52.21669183813178,6.0,10,17.0,1977,0.007122317,B,B,1,264,0,240.0,0,1,B
14237,129,1.0,38.06910707477864,19.60063905299836,9.0,10,12.0,1967,0.020741326,B,B,24,5613,5,1340.0,2,5,B
7330,27,3.0,80.88644153468981,49.12752549741328,6.0,3,17.0,1977,0.017647053,B,B,2,469,0,2672.0,0,0,B
10378,18,3.0,80.42077614386,43.39224618255557,6.0,10,16.0,1997,0.0,B,B,30,5562,0,620.0,0,5,A
2075,11,1.0,38.29649910490821,21.137445989349924,9.0,4,14.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
8263,6,2.0,67.35585729848364,42.228395211941816,6.0,4,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
14715,71,3.0,52.553625596177795,53.18829804902927,6.0,9,25.0,2008,0.033493708,B,B,66,10573,1,1322.0,3,8,B
723,100,1.0,38.86982104868467,21.59814257129316,7.0,8,8.0,1965,0.200146802,B,B,23,3975,8,770.0,2,0,B
1593,93,3.0,52.553625596177795,33.33775383217295,6.0,1,2.0,1977,0.004949358,B,B,0,186,0,30.0,0,0,B
6077,1,1.0,47.569245727689925,34.15159171310503,6.0,8,17.0,1977,0.007122317,B,B,1,264,0,200.0,0,1,B
4186,31,2.0,64.18396444683056,43.19848385728016,8.0,12,14.0,1977,0.0,B,B,23,3684,2,830.0,0,4,B
11100,18,1.0,51.73750759592284,30.524222511095232,6.0,2,1.0,1977,0.0,B,B,30,5562,0,620.0,0,5,A
4779,27,1.0,42.76442750256053,40.88475319443671,6.0,7,1.0,1977,0.017647053,B,B,2,469,0,2672.0,0,0,B
16356,57,2.0,49.09996463612848,29.57872725472065,6.0,2,9.0,1974,0.133215333,B,B,49,11395,3,1406.0,3,4,A
446,113,2.0,48.87462410861485,28.3513856321213,5.0,7,5.0,1966,0.060753049,B,B,15,2787,2,520.0,0,7,B
7033,103,2.0,52.13689643082376,32.08375008000414,8.0,14,17.0,1985,0.014423114,B,B,19,3806,4,830.0,0,3,B
12190,62,3.0,65.28732835066815,43.39947294551418,6.0,4,12.0,1975,0.002211665,B,B,39,7614,3,2300.0,1,5,A
14764,6,1.0,50.15021727360921,49.57200192623589,6.0,21,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
11054,19,3.0,76.95085454817605,46.00028331822436,6.0,7,17.0,1993,0.000991363,B,B,33,6783,3,620.0,1,9,B
15724,78,3.0,74.08463916462037,46.70340758687666,8.0,4,25.0,2012,0.092290642,B,B,21,4346,2,165.0,1,2,B
15692,27,2.0,63.83154155984054,33.33775383217295,6.0,11,17.0,1977,0.051815435,B,B,5,1227,0,2672.0,0,0,B
12791,44,2.0,59.80746627877216,36.61645017821512,8.0,7,14.0,1971,0.122190486,B,B,25,4724,2,1308.0,1,3,B
10747,6,3.0,81.45243835606556,33.33775383217295,6.0,14,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
10173,27,2.0,63.88811902786585,36.346573640144406,6.0,3,3.0,1977,0.072157581,B,B,2,629,1,2672.0,0,0,A
7913,45,3.0,83.57891990838368,52.21669183813178,6.0,7,1.0,2013,0.195781053,B,B,23,5212,6,1308.0,3,2,B
8674,135,1.0,33.35779588583981,20.00432832839266,5.0,11,9.0,1972,0.007658515,B,B,35,7077,56,2301.0,3,19,B
12459,96,2.0,56.33742135110491,36.416342492387344,9.0,7,12.0,2002,0.041116354,B,B,53,14892,4,2300.0,1,4,B
3231,44,3.0,82.55028968513001,46.23423048585144,6.0,19,17.0,2009,0.232205084,B,B,24,4860,1,80.0,0,3,B
12054,27,3.0,79.14676873255533,33.33775383217295,6.0,3,4.0,2018,0.011654127,B,B,4,915,0,2672.0,0,0,B
278,93,2.0,52.39041785880824,30.487995746470137,8.0,13,12.0,1985,0.050900058,B,B,43,10621,1,30.0,2,3,B
15150,27,2.0,61.81463314864892,33.33775383217295,6.0,4,15.0,2016,0.017647053,B,B,2,469,0,2672.0,0,0,B
2988,63,1.0,47.85458714614494,49.13526438712103,6.0,8,25.0,2017,0.23861713,B,B,26,3889,6,705.0,3,6,B
12113,160,2.0,47.99410631463466,29.109380075284054,5.0,8,9.0,1978,0.0,B,B,39,8647,0,810.0,0,5,B
1201,23,2.0,76.35195431004767,42.55222333526846,6.0,5,12.0,2014,0.014072961,B,B,2,475,0,1183.0,0,0,B
16547,90,2.0,47.9393208305059,32.704815098981946,6.0,4,9.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B
11477,30,1.0,42.40820003516843,30.42937703866629,6.0,9,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
8806,20,2.0,56.76990249211013,30.929494438097947,9.0,6,23.0,2006,0.019508796,B,B,37,7687,11,176.0,5,5,B
8377,163,2.0,49.38371045457262,32.942613319451254,9.0,10,12.0,1977,0.007658515,B,B,35,7077,56,2301.0,3,19,B
1137,59,1.0,40.44674275711029,18.90466077231221,7.0,13,14.0,2012,0.309479124,B,B,35,7715,4,990.0,0,6,B
15733,2,2.0,44.64969522412724,31.33894222692618,5.0,7,9.0,1970,0.130617806,B,B,39,10418,9,900.0,1,9,B
2189,105,3.0,82.97647798045172,33.33775383217295,9.0,6,5.0,1960,0.069660344,B,B,31,6119,4,2729.0,1,2,B
14736,49,1.0,41.554643261544506,18.860671234380245,8.0,5,15.0,2011,0.020741326,B,B,24,5613,5,1340.0,2,5,B
